,name,ingredient_list
985,pure farm pig collagen jelly cream,"['hydrolized collagen (50%)', 'water', 'dipropylene glycol', 'glycerin', 'peg-250/hdi copolymer bis-decyltetradeceth-20 ether', 'glyceryl stearate', 'caprylic/capric triglyceride', 'peg-100 stearate', 'sorbitan sesquioleate', 'disodium edta', 'adenosine', 'melissa officinalis leaf extract', 'wine extract', 'tocopherol acetate', 'ascorbic acid', 'aloe barbadensis leaf extract', 'arctium lappa root extract', 'witch hazel extract', 'phenoxyethanol', 'fragrance', 'caramel']"
986,pureness 100 caviar mask sheet - nutrition,"['water', 'glycerin', 'butylene glycol', 'sodium hyaluronate', 'peg-32', 'peg/ppg-17/6 copolymer', 'peg-60 hydrogenated castor oil', 'panthenol', 'allantoin', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer', 'betaine', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'arginine', 'xanthan gum', 'disodium edta', 'caviar extract', 'propylene glycol', 'glacier water', 'dipotassium glycyrrhizate', 'phenoxyethanol', 'ethylhexylglycerin', 'fragance']"
987,pureness 100 pearl mask sheet - brightening,"['water', 'glycerin', 'butylene glycol', 'peg-32', 'peg/ppg-17/6 copolymer', 'glycereth-26', 'glacier water', 'peg-60 hydrogenated castor oil', 'panthenol', 'allantoin', 'hydroxyethyl acrylate/sodium acryloydimethyl taurate copolymer', 'betaine', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'arginine', 'xanthan gum', 'disodium edta', 'pearl extract', 'dipotassium glycyrrhizate', 'sodium hyaluronate', 'phenoxyethanol', 'ethylhexylglycerin', 'fragrance']"
988,pureness 100 red ginseng mask sheet - shine,"['water', 'glycerin', 'butylene glycol', 'peg-32', 'peg/ppg-17/6 copolymer', 'glycerenth-26', 'bis-peg18 methyl ether', 'dimethyl siliane', 'peg-60 hydrogenated castor oil', 'panthenol', 'allantoin', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer', 'betaine', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'arginine', 'xanthan gum', 'disodium edta', 'panax ginseng root extract', 'water (glacier water)', 'dipotassium glycyrrhizate', 'sodium hyaluronate', 'theobroma cacao (cocoa) extract', 'phenoxyethanol', 'ethylexylglycerin', 'fragrance']"
989,shiny foot super peeling liquid,"['denatured alcohol 40b', 'water', 'lactic acid', 'glycolic acid', 'glycerin', 'butylene glycol', 'betaine', 'urea', 'peg-60 hydrogenated castor oil', 'salicylic acid', 'lavandula angustifolia (lavender) flower extract', 'sophora angustifola root extract', 'lonicera japonica (honeysuckle) flower extract', 'camellia sinensis leaf extract', 'disodium edta', 'citrus aurantifolia (lime) fruit extract', 'portulaca oleracea extract', 'prunus persica (peach) leaf extract', 'pyrus malus (apple) fruit extract', 'punica granatum (pomegranate) fruit extract', 'salvia officinalis (sage) leaf extract', 'malpighia glabra (acerola) fruit extract', 'citrus aurantium dulcis (orange) fruit extract', 'rhus semialata gall extract', 'ginkgo biloba leaf extract', 'paeonia albiflora (peony) root extract', 'vitis vinifera (grape) fruit extract', 'salix alba (willow) bark extract', 'scutellaria baicalensis root extract', 'citrus medica limonum (lemon) fruit extract', 'snail secretion filtrate', 'rosemarinus officinalis (rosemary) leaf extract', 'macadamia ternifolia seed oil', 'sargassum fulvellum extract', 'argania spinosa kernel oil', 'aloe barbadensis leaf juice', 'arginine', 'mentha piperita (peppermint) leaf extract', 'simmondsia chinensis (jojoba) seed oil', 'ethyl hexanediol', 'tocopheryl acetate', 'charcoal extract', '1 2-hexanediol', 'caprylyl glycol', 'fragrance', 'phenoxyethanol']"
990,timeless ferment snail essence,"['snail secretion filtrate (80%)', 'butylene glycol', 'niacinamide', 'imperata cylindrica root extract', 'opuntia ficus-indica extract', 'carica papaya (papaya) fruit extract', 'chamaecyparis obtusa water', 'centella asiatica extract', 'aloe barbadensis leaf juice', 'beta-glucan', 'citrus aurantium bergamia (bergamot) fruit oil', 'citrus aurantium dulcis (orange) peel oil', 'citrus aurantifolia (lime) oil', 'pinus sylvestris leaf oil', 'eucalyptus globulus leaf oil', 'citrus medica limonum (lemon) peel oil', 'glycerin', 'hydrogenated polydecene', 'ceteareth-6 olivate', 'peg/ppg-17/6 copolymer', 'tromethamine', 'carbomer', 'cetyl ethylhexanoate', 'dicaprylyl carbonate', 'ethylhexyl olivate', 'glycereth-26', 'cetearyl alcohol', 'dimethicone', 'sodium hyaluronate', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'ammonium acryloyldimethyltaurate/vp copolymer', 'peg-60 hydrogenated castor oil', 'macadamia integrifolia seed oil', 'glyceryl stearate', 'peg-100 stearate', 'coptis chinensis root extract', 'tocopheryl acetate', 'adenosine', 'disodium edta', 'phenoxyethanol', 'chlorphenesin', 'caprylyl glycol', 'ethylhexylglycerin']"
991,tomatox magic white massage pack,"['solanum licopersicum (tomato) fruit water', 'glycerin', 'sorbitol', 'titanium dioxide', 'hydroxyethyl acrilate/sodium acryloyldimethyl taurate copolymer', 'butylene glycol', 'alcohol', 'niacinamide', 'pvp', 'squalane', 'polysorbate 60', 'pearl powder', 'coral powder', 'ascorbyl tetraisopalmitate', 'chamomilla recutita (matricaria) flower extract', 'glycyrrhiza glabra (licorice) root extract', 'centella asiatica extract', 'glycine soja (soybean) seed extract', 'solanum licopersicum (tomato) fruit extract', 'citrus medica limonum (lemon) fruit extract', 'actinidia chinensis (kiwi) fruit extract', 'camellia sinensis leaf extract', 'saururus chinensis leaf extract', 'panthenol', 'methylparaben', 'carbomer', 'arginine', 'aluminum hydroxyde', 'fragrance', 'zea mays (corn) starch', 'propylparaben', 'microcrystalline cellulose', 'mannitol', 'sucrose', 'tocopheryl acetate']"
992,asparagus officinalis extract,"['brassica oleracea italica (broccoli) extract', 'camellia sinensis leaf extract', 'polysorbate 60', 'hydrogenated lecithin', 'peg-100 stearate', 'glyceryl stearate', 'c12-16 alcohols', 'ethylhexylglycerin', 'sorbitan sesquioleate', 'palmitic acid', 'carbomer', 'arginine', 'glycine soja (soybean) sterols', 'oryza sativa (rice) bran oil', 'butyrospermum parkii (shea) butter', 'sodium hyaluronate', 'propanediol', 'bisabolol', 'mangifera indica (mango) seed butter', 'lavandula angustifolia (lavender) oil', 'beta-glucan', 'lecithin']"
993,intense care snail foam cleanser,"['water', 'glycerin', 'palmitic acid', 'stearic acid', 'lauric acid', 'potassium hydroxide', 'snail secretion filtrate', 'myristic acid', 'dipropylene glycol', 'cocamidopropyl betaine', 'tea-lauryl sulfate', 'beeswax', 'sodium chloride', 'glyceryl stearate', 'arachidic acid', 'hydroxypropyl methylcellulose', 'sodium myristoyl glutamate', 'capric acid', 'butylene glycol', 'centella asiatica', 'acetyl hexapeptide-8', 'aloe barbadensis leaf juice', 'rosa canina fruit oil', 'steareth-20', 'n-hydroxysuccinimide', 'palmitoyl oligopeptide', 'chrysin', 'palmitoyl tetrapeptide7', 'bergamot fruit oil', 'lemon fruit oil', 'orange', 'pinus sylvestris leaf oil', 'lime oil', 'eucalyptus globulus leaf oil', 'zanthoxylum piperitum fruit extract', 'pulsatilla koreana extract', 'lichen extract', 'lecithin', 'xantham gum', 'sodium hyaluronate', 'imperata cylindrica root extract', 'peg-8', 'carbomer', 'bht', 'tocopheryl acetate', 'disodium edta', 'phenoxyethanol', 'caprylyl glycol', 'ethylhexylglycerin', 'rice callus culture extract', 'camellia sinensis callus culture extracts', 'leontopodium alpinum callus culture extract']"
994,bee natural pure essence,"['water', 'butylene glycol', 'glycerin', 'niacinamide', 'glycereth-26', 'rh-oligopeptide-1', 'galactomyces ferment filtrate', 'bifida ferment lysate', 'centella asiatica extract', 'betaine', 'allantoin', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'arginine', 'adenosine', 'bee venom', 'phellinus linteus extract', 'nelumbo nucifera flowers extract', 'black bean extract', 'sodium hyaluronate', 'blackberry extract', 'acai extract', 'raspberry', 'strawberry', 'bilberry', 'cranberry', 'aronia berry', 'juniperus communis', 'sapindus mukurossi fruit extracts', 'blueberry', 'phenoxyethanol', 'ethylhexylglycerin', 'disodium edta']"
995,bee natural pure mist,"['water', 'butylene glycol', 'glycerin', 'niacinamide', 'glycereth-26', 'rh-oligopeptide-1', 'galactomyces ferment filtrate', 'bifida ferment lysate', 'centella asiatica extract', 'betaine', 'trehalose', 'panthenol', 'allantoin', 'bee venom', 'phellinus linteus extract', 'nelumbo nucifera flowers extract', 'black bean extract', 'biosaccharide gum-1', 'sodium hyaluronate', 'beta-glucan', 'blackberry extract', 'acai extract', 'raspberry', 'strawberry', 'bilberry', 'cranberry', 'aronia berry', 'juniperus communis', 'sapindus mukurossi fruit extracts', 'blueberry', 'phenoxyethanol', 'ethylhexylglycerin', 'disodium edta']"
996,crystal intensive whitening cream,"['water', 'glycerin', 'butylene glycol', 'mineral oil', 'squalane', 'octyldodecyl myristate', 'polymethyl methacrylate', 'sodium hyaluronate', 'morus albaoot extract', 'limnanthes alba (meadowfoam)', 'seed oil', 'arbutin', 'glyceryl stearate', 'cetearyl alcohol', 'polysorbate 60', 'niacinamide', 'butyrospermum parkii (shea butter)', 'hydrogenated vegetable oil', 'glyceryl', 'crylate/acrylic acid copolymer', 'beeswax', 'dimethicone', 'polyacrylate-13', 'tocopheryl acetate', 'peg-100 stearate', 'sorbitan stearate', 'polyisobutene', 'polysorbate 20', 'sorbitan isostearate', 'magnesium ascorbyl phosphate', 'propylene glycol', 'pvm/macopolymer', 'disodium dta', 'phenoxyethanol', 'chlorphenesin', 'caprylyl glycol', 'ethylhexylglycerin', 'fragrance']"
997,crystal peeling gel,"['water', 'peg-8', 'alcohol denat', 'butylene glycol', 'cellulose', 'badger oil', 'carbomer', 'arginine', 'pvp', 'peg-60 hydrogenated castor oil', 'pyrus malus (apple) fruit extract', 'carica papaya (papaya) fruit extract', 'sutilains', 'sodium lactate', 'sodium pca', 'citric acid', 'glycerin', 'glycolic acid', 'lactic acid', 'malic acid', 'pyruvic acid', 'biotin', 'tartaric acid', 'phenoxyethanol', 'chlorphenesin', 'caprylyl glycol', 'ethylhexylglycerin', 'fragrance']"
998,dr.troubex sparkling essence,"['water', 'butylene glycol', 'glycerin', 'glycereth-26', 'rh-oligopeptide-1', 'galactomyces ferment filtrate', 'bifida ferment lysate', 'centella asiatica extract', 'betaine', 'dimethylsulfone', 'allantoin', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'arginine', 'sodium hyaluronate', 'carbonated water (100ppm)', 'which hazel extract', 'licorice', 'hottuyania cordata', 'portulaca oleracera', 'green tea', 'lavander', 'tea tree', 'quercus mongolica leaf', 'persicaria hydropiper', 'illicium venum fruit', 'corydalis turtschaninovii root', 'coptis chinensis root', 'machilus thunbergii bark', 'phenoxyethanol', 'ethylhexylglycerin', 'disodium edta', 'citric acid', 'sodium citrate']"
999,enzyme powder wash cleanser,"['zea mays (corn) starch', 'sodium lauroyl aspartate', 'sodium cocoyl isethionate', 'sodium palmitate', 'sodium lauryl sulfate', 'titanium dioxide', 'dipotassium glycyrrhizate', 'methylparaben', 'alcohol denat', 'perfume', 'maltodextrin', 'papain', 'badger oil']"
1000,pore-rx tightening serum,"['cyclopentasiloxane', 'water', 'dimethicone', 'cyclohexasiloxane', 'dimethicone/vinyl dimethicone crosspolymer', 'vinyl dimethicone/methicone silsesquioxane crosspolymer', 'silica', 'arbutin', 'talc', 'cetyl ethylhexanoate', 'dimethicone/peg-10/15 crosspolymer', 'bis-peg/ppg-14/14 dimethicone', 'badger oil', 'camellia japonica flower extract', 'rhus semialata gall extract', 'asparagus lucidus root extract', 'tussilago farfara (coltsfoot) flower extract', 'laminaria japonica extract', 'fomes officinalis (mushroom) extract', 'hamamelis virginiana (witch hazel) water', 'beta-glucan', 'hydrolyzed collagen', 'tocopheryl acetate', 'hydrolyzed elastin', 'glyceryl linoleate', 'ascorbyl tetraisopalmitate', 'glyceryl linolenate', 'glyceryl arachidonate', 'dipotassium glycyrrhizate', 'sorbitan isostearate', 'allantoin', 'polyacrylate-13', 'polyisobutene', 'isoceteth-25', 'isoceteth-10', 'polysorbate 20', 'titanium dioxide', 'adenosine', 'platinum powder', 'phenoxyethanol', 'chlorphenesin', 'caprylyl glycol', 'ethylhexylglycerin', 'fragrance']"
1001,propolis natural pure essence,"['propolis extract (75%)', 'butylene glycol', 'glycerin', 'niacinamide', 'water', 'oligopeptide-1', 'galactomyces ferment filtrate', 'bifida ferment lysate', 'centella asiatica extract', 'betaine', 'allantoin', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'arginine', 'adenosine', 'honey extract', 'royal jelly extract', 'olive leaf extract', 'fragrance', 'plant extract', 'sodium hyaluronate', 'blackberry', 'raspberry', 'strawberry', 'bilberry', 'cranberry', 'juniper', 'soapberry', 'blueberry', 'phenoxyethanol', 'ethylhexylglycerin', 'disodium edta', 'aronia berry extract']"
1002,propolis natural pure mist,"['propolis extract (75%)', 'butylene glycol', 'glycerin', 'niacinamide', 'glycereth-26', 'water', 'oligopeptide-1', 'galactomyces ferment filtrate', 'bifida ferment lysate', 'centella asiatica extract', 'betaine', 'trehalose', 'panthenol', 'allantoin', 'honey extract', 'royal jelly extract', 'olive leaf extract', 'biosaccharide gum-1', 'sodium hyaluronate', 'beta-glucan', 'blackberry extract', 'acai extract', 'raspberry', 'strawberry', 'bilberry', 'cranberry', 'aronia berry', 'juniperus communis', 'sapindus mukurossi fruit extracts', 'blueberry', 'phenoxyethanol', 'ethylhexylglycerin', 'disodium edta']"
1003,propolis sparkle ampoule,"['propolis extract (80%)', 'water', 'butylene glycol', 'glycerin', 'glycereth-26', 'honey extract', 'artemisia vulgaris extract', 'sophora angustifolia root extract', 'coptis chinensis root extract', 'hydrogenated lecithin', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'pvm/ma copolymer', 'glyceryl acrylate/acrylic acid copolymer', 'citrus limon (lemon) peel oil', 'citrus aurantium bergamia (bergamot) fruit oil', 'citrus aurantium dulcis (orange) peel oil', 'citrus aurantifolia (lime) oil', 'pinus sylvestris leaf oil', 'eucalyptus globulus leaf oil', 'peg-60 hydrogenated castor oil', 'peg-2m', 'sucrose distearate', 'polyglutamic acid', 'xanthan gum', 'dimethicone', 'betaine', 'tromethamine', 'disodium edta', 'phenoxyethanol', 'chlorphenesin', '1 2-hexanediol', 'caprylyl glycol', 'ethylhexylglycerin']"
1004,pure green tea mask,"['water', 'glycerin', 'butylene glycol', 'niacinamide', 'camellia sinensis leaf extract', 'xanthan gum', 'peg-60 hydrogenated castor oil', 'phenoxyethanol', 'dipotassium glycyrrhizate', 'ethylhexylglycerin', 'adenosine', 'sodium polyacrylate', 'disodium edta', 'allantoin', 'panthenol', 'fragrance']"
1005,royal honey toner,"['water', 'honey extract', 'dipropylene glycol', 'peg/ppg 17/6 copolymer', 'alcohol', 'propylene glycol', 'butylene glycol', 'glycerin', 'glycereth-26', 'royal jelly extract', 'acrylic acid copolymer', 'beta-glucan', 'biosaccharide gum-1', 'yeast extract', 'bis peg-18 methyl', 'ether dimethyl silane', 'peg-60 hydrogenated castor oil', 'hexylene glycol', 'phenyl trimethicone', 'acrylates/c 10-30 alkyl acrylate crosspolymere', 'triethicone', 'acrylates/c10-30 acryloyldimethyltaurate/vp copolymere', 'disodium edta', 'sodium hyaluronate', 'methylparaben', 'phenoxyethanol', 'ci 19140', 'ci 15985', 'parfum']"
1006,myeonghan miindo heaven grade ginseng cream,"['water', 'cyclopentasiloxane', 'glycerin', 'dipropylene glycol', 'panax ginseng root extract', 'tricholoma matsutake extract', 'dimethicone /']"
1007,panthenol,"['polymethyl methacrylate', 'achyranthes fauriei', 'poria cocos sclerotium extract', 'polygonum multiflorum root extract', 'angelica gigas extract', 'cuscuta japonica seed extract', 'lycium chinense fruit extract', 'butylene glycol', 'dimethicone/peg-10/15 crosspolymer', 'dimethicone', '1 2-hexanediol', 'c12-14 pareth-12', 'caprylic/capric triglyceride', 'sodium chloride', 'grape fruit extract', 'adenosine', 'theobroma cacao extract', 'gold', 'fragrance', 'alpha-isomethyl ionone', 'benzyl salicylate', 'butylphenyl methylpropional', 'citronellol', 'coumarin', 'geraniol', 'hydroxyisohexyl 3-cyclohexene carboxaldehyde', 'limonene', 'linalool']"
1008,near skin repairing snail cream,"['snail secretion filtrate', 'dimethicone', 'glycerin', 'alcohol', 'adansonia digitata seed extract', 'bis-peg-18 methyl ether dimethyl silane', 'arbutin', 'peg-11 methyl ether dimethicone', 'sea water', 'portulaca oleracea extract', 'toocopheryl acetate', 'adenosine', 'centella asiatica meristem cell culture', 'ceramide 3', 'ethylhexyl isononanoate', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer', 'carbomer', 'triethanolamine', 'peg-40 hydrogenated castor oil', 'ppg-26-buteth-26', 'caprylyl glycol', 'ethyhexylglycerin', 'disodium edta', 'caprylic/capric triglyceride', 'water', 'hydrogenated lecithin', 'lecithin', 'xanthan gum', 'fragrance', 'hydroxyisohexyl 3-cyclohexene carboxaldehyde', 'butylphenyl methylpropional', 'linalool', 'limonene']"
1009,black sugar cleansing oil,"['mineral oil', 'peg-20 glyceryl triisostearate', 'octyldodecanol', 'sorbeth-30 tetraoleate', 'cetyl ethylhexanoate', 'polysorbate 20', 'triethylhexanoin', 'water', 'sorbitan sesquioleate', '1 2-hexanediol', 'alcohol denate', 'hydrogenated lecithin', 'cholesterol', 'ceramide 3', 'dimethicone', 'tocopheryl acetate', 'sodium pca', 'betaine', 'sorbitol', 'glycine', 'alanine', 'proline', 'serine', 'threonine', 'arginine lysine', 'glutamicacid', 'disodium edta', 'sucrose', 'fragrance', 'fd&c yellow no. 5 (ci 19140)', 'd&c red no. 33 (ci 17200)', 'fd&c blue no. 1 (ci 42090)']"
1010,tea tree 90 essence,"['melaleuca alternifolia (tea tree) extract', 'centella asiatica extract', 'hippophae rhamnoides extract', 'tremella fuciformis (mushroom) extract', 'thymus vulgaris (thyme) extract', 'citrus grandis (grapefruit) seed extract', 'bambusa textilis stem extract', 'pinus palustris leaf extract.']"
